production,date,capacity,gross
beautiful-the-carole-king-musical-495178,"Dec 28, 2014",96,1546950.0
beautiful-the-carole-king-musical-495178,"Jan 4, 2015",97,1264728.0
beautiful-the-carole-king-musical-495178,"Jan 11, 2015",87,1072591.0
beautiful-the-carole-king-musical-495178,"Jan 18, 2015",93,1062857.0
beautiful-the-carole-king-musical-495178,"Jan 25, 2015",93,1047501.0
beautiful-the-carole-king-musical-495178,"Feb 1, 2015",88,964098.0
beautiful-the-carole-king-musical-495178,"Feb 8, 2015",89,966461.0
beautiful-the-carole-king-musical-495178,"Feb 15, 2015",92,1132369.0
beautiful-the-carole-king-musical-495178,"Feb 22, 2015",96,1076794.0
beautiful-the-carole-king-musical-495178,"Mar 1, 2015",92,1019934.0
beautiful-the-carole-king-musical-495178,"Mar 8, 2015",92,1049875.0
beautiful-the-carole-king-musical-495178,"Mar 15, 2015",85,955472.0
beautiful-the-carole-king-musical-495178,"Mar 22, 2015",92,992794.0
beautiful-the-carole-king-musical-495178,"Mar 29, 2015",89,979932.0
beautiful-the-carole-king-musical-495178,"Apr 5, 2015",89,835957.0
beautiful-the-carole-king-musical-495178,"Apr 12, 2015",96,1057902.0
beautiful-the-carole-king-musical-495178,"Apr 19, 2015",90,1045282.0
beautiful-the-carole-king-musical-495178,"Apr 26, 2015",92,1049011.0
beautiful-the-carole-king-musical-495178,"May 3, 2015",90,1033010.0
beautiful-the-carole-king-musical-495178,"May 10, 2015",91,1075887.0
beautiful-the-carole-king-musical-495178,"May 17, 2015",97,1124463.0
beautiful-the-carole-king-musical-495178,"May 24, 2015",100,1145564.0
beautiful-the-carole-king-musical-495178,"Nov 24, 2013",85,507431.0
beautiful-the-carole-king-musical-495178,"Dec 1, 2013",76,628436.0
beautiful-the-carole-king-musical-495178,"Dec 8, 2013",91,814141.0
beautiful-the-carole-king-musical-495178,"Dec 15, 2013",87,771883.0
beautiful-the-carole-king-musical-495178,"Dec 22, 2013",86,711141.0
beautiful-the-carole-king-musical-495178,"Dec 29, 2013",87,838845.0
beautiful-the-carole-king-musical-495178,"Jan 5, 2014",80,740451.0
beautiful-the-carole-king-musical-495178,"Jan 12, 2014",96,622394.0
beautiful-the-carole-king-musical-495178,"Jan 19, 2014",98,850362.0
beautiful-the-carole-king-musical-495178,"Jan 26, 2014",90,835905.0
beautiful-the-carole-king-musical-495178,"Feb 2, 2014",87,745443.0
beautiful-the-carole-king-musical-495178,"Feb 9, 2014",91,832495.0
beautiful-the-carole-king-musical-495178,"Feb 16, 2014",91,901903.0
beautiful-the-carole-king-musical-495178,"Feb 23, 2014",96,913047.0
beautiful-the-carole-king-musical-495178,"Mar 2, 2014",86,798680.0
beautiful-the-carole-king-musical-495178,"Mar 9, 2014",87,847672.0
beautiful-the-carole-king-musical-495178,"Mar 16, 2014",93,891835.0
beautiful-the-carole-king-musical-495178,"Mar 23, 2014",85,832504.0
beautiful-the-carole-king-musical-495178,"Mar 30, 2014",81,749305.0
beautiful-the-carole-king-musical-495178,"Apr 6, 2014",89,868034.0
beautiful-the-carole-king-musical-495178,"Apr 13, 2014",93,917392.0
beautiful-the-carole-king-musical-495178,"Apr 20, 2014",99,1027244.0
beautiful-the-carole-king-musical-495178,"Apr 27, 2014",99,1015673.0
beautiful-the-carole-king-musical-495178,"May 4, 2014",99,1036646.0
beautiful-the-carole-king-musical-495178,"May 11, 2014",101,1087702.0
beautiful-the-carole-king-musical-495178,"May 18, 2014",101,1063319.0
beautiful-the-carole-king-musical-495178,"May 25, 2014",100,1089414.0
bronx-bombers-495539,"Jan 12, 2014",55,128209.0
bronx-bombers-495539,"Jan 19, 2014",62,167974.0
bronx-bombers-495539,"Jan 26, 2014",63,157099.0
bronx-bombers-495539,"Feb 2, 2014",73,137015.0
bronx-bombers-495539,"Feb 9, 2014",69,134027.0
bronx-bombers-495539,"Feb 16, 2014",63,177559.0
bronx-bombers-495539,"Feb 23, 2014",56,140446.0
bronx-bombers-495539,"Mar 2, 2014",67,169730.0
casa-valentina-495296,"Jun 1, 2014",76,245811.0
casa-valentina-495296,"Jun 8, 2014",78,262224.0
casa-valentina-495296,"Jun 15, 2014",74,256272.0
casa-valentina-495296,"Jun 22, 2014",72,182859.0
casa-valentina-495296,"Jun 29, 2014",85,235016.0
casa-valentina-495296,"Apr 6, 2014",76,155775.0
casa-valentina-495296,"Apr 13, 2014",79,192074.0
casa-valentina-495296,"Apr 20, 2014",93,212097.0
casa-valentina-495296,"Apr 27, 2014",91,210585.0
casa-valentina-495296,"May 4, 2014",86,275997.0
casa-valentina-495296,"May 11, 2014",86,249728.0
casa-valentina-495296,"May 18, 2014",81,272793.0
casa-valentina-495296,"May 25, 2014",82,277233.0
constellations-497494,"Dec 21, 2014",87,325875.0
constellations-497494,"Dec 28, 2014",91,384388.0
constellations-497494,"Jan 4, 2015",97,478445.0
constellations-497494,"Jan 11, 2015",98,336203.0
constellations-497494,"Jan 18, 2015",100,432399.0
constellations-497494,"Jan 25, 2015",99,499445.0
constellations-497494,"Feb 1, 2015",97,508352.0
constellations-497494,"Feb 8, 2015",99,530585.0
constellations-497494,"Feb 15, 2015",99,491055.0
constellations-497494,"Feb 22, 2015",99,600043.0
constellations-497494,"Mar 1, 2015",98,661547.0
constellations-497494,"Mar 8, 2015",100,689238.0
constellations-497494,"Mar 15, 2015",100,704605.0
disgraced-497477,"Sep 28, 2014",86,100824.0
disgraced-497477,"Oct 5, 2014",73,292989.0
disgraced-497477,"Oct 12, 2014",80,319485.0
disgraced-497477,"Oct 19, 2014",82,352737.0
disgraced-497477,"Oct 26, 2014",82,362147.0
disgraced-497477,"Nov 2, 2014",75,408008.0
disgraced-497477,"Nov 9, 2014",89,512646.0
disgraced-497477,"Nov 16, 2014",76,471373.0
disgraced-497477,"Nov 23, 2014",71,433598.0
disgraced-497477,"Nov 30, 2014",68,412694.0
disgraced-497477,"Dec 7, 2014",66,410321.0
disgraced-497477,"Dec 14, 2014",66,415019.0
disgraced-497477,"Dec 21, 2014",53,332589.0
disgraced-497477,"Dec 28, 2014",65,393371.0
disgraced-497477,"Jan 4, 2015",78,386752.0
disgraced-497477,"Jan 11, 2015",70,382854.0
disgraced-497477,"Jan 18, 2015",71,404998.0
disgraced-497477,"Jan 25, 2015",67,360932.0
disgraced-497477,"Feb 1, 2015",67,348413.0
disgraced-497477,"Feb 8, 2015",63,333741.0
disgraced-497477,"Feb 15, 2015",63,351175.0
disgraced-497477,"Feb 22, 2015",62,333065.0
disgraced-497477,"Mar 1, 2015",72,415237.0
hedwig-and-the-angry-inch-495294,"May 31, 2015",61,390177.0
hedwig-and-the-angry-inch-495294,"Jun 7, 2015",70,457557.0
hedwig-and-the-angry-inch-495294,"Jun 14, 2015",69,456585.0
hedwig-and-the-angry-inch-495294,"Jun 21, 2015",71,479292.0
hedwig-and-the-angry-inch-495294,"Jun 28, 2015",79,538365.0
hedwig-and-the-angry-inch-495294,"Jul 5, 2015",82,475996.0
hedwig-and-the-angry-inch-495294,"Jul 12, 2015",79,533938.0
hedwig-and-the-angry-inch-495294,"Jul 19, 2015",93,681087.0
hedwig-and-the-angry-inch-495294,"Jul 26, 2015",92,405108.0
hedwig-and-the-angry-inch-495294,"Aug 2, 2015",75,390829.0
hedwig-and-the-angry-inch-495294,"Aug 9, 2015",73,396374.0
hedwig-and-the-angry-inch-495294,"Aug 16, 2015",75,400061.0
hedwig-and-the-angry-inch-495294,"Aug 23, 2015",75,409679.0
hedwig-and-the-angry-inch-495294,"Aug 30, 2015",72,394709.0
hedwig-and-the-angry-inch-495294,"Sep 6, 2015",81,446951.0
hedwig-and-the-angry-inch-495294,"Sep 13, 2015",100,625159.0
hedwig-and-the-angry-inch-495294,"Jun 1, 2014",102,979243.0
hedwig-and-the-angry-inch-495294,"Jun 8, 2014",102,1021708.0
hedwig-and-the-angry-inch-495294,"Jun 15, 2014",102,1071625.0
hedwig-and-the-angry-inch-495294,"Jun 22, 2014",102,1069433.0
hedwig-and-the-angry-inch-495294,"Jun 29, 2014",102,1069004.0
hedwig-and-the-angry-inch-495294,"Jul 6, 2014",102,1023210.0
hedwig-and-the-angry-inch-495294,"Jul 13, 2014",102,1072311.0
hedwig-and-the-angry-inch-495294,"Jul 20, 2014",102,1088660.0
hedwig-and-the-angry-inch-495294,"Jul 27, 2014",102,1068441.0
hedwig-and-the-angry-inch-495294,"Aug 3, 2014",102,1061754.0
hedwig-and-the-angry-inch-495294,"Aug 10, 2014",102,1087988.0
hedwig-and-the-angry-inch-495294,"Aug 17, 2014",102,1139903.0
hedwig-and-the-angry-inch-495294,"Aug 24, 2014",88,648738.0
hedwig-and-the-angry-inch-495294,"Aug 31, 2014",93,635445.0
hedwig-and-the-angry-inch-495294,"Sep 7, 2014",70,514411.0
hedwig-and-the-angry-inch-495294,"Sep 14, 2014",71,524687.0
hedwig-and-the-angry-inch-495294,"Sep 21, 2014",87,572955.0
hedwig-and-the-angry-inch-495294,"Sep 28, 2014",75,498220.0
hedwig-and-the-angry-inch-495294,"Oct 5, 2014",80,528099.0
hedwig-and-the-angry-inch-495294,"Oct 12, 2014",93,662552.0
hedwig-and-the-angry-inch-495294,"Oct 19, 2014",92,544166.0
hedwig-and-the-angry-inch-495294,"Oct 26, 2014",87,600961.0
hedwig-and-the-angry-inch-495294,"Nov 2, 2014",77,498001.0
hedwig-and-the-angry-inch-495294,"Nov 9, 2014",90,624148.0
hedwig-and-the-angry-inch-495294,"Nov 16, 2014",89,607949.0
hedwig-and-the-angry-inch-495294,"Nov 23, 2014",79,548527.0
hedwig-and-the-angry-inch-495294,"Nov 30, 2014",87,653674.0
hedwig-and-the-angry-inch-495294,"Dec 7, 2014",85,610431.0
hedwig-and-the-angry-inch-495294,"Dec 14, 2014",89,640340.0
hedwig-and-the-angry-inch-495294,"Dec 21, 2014",85,592551.0
hedwig-and-the-angry-inch-495294,"Dec 28, 2014",92,733393.0
hedwig-and-the-angry-inch-495294,"Jan 4, 2015",95,777340.0
hedwig-and-the-angry-inch-495294,"Jan 11, 2015",90,626117.0
hedwig-and-the-angry-inch-495294,"Jan 18, 2015",94,692620.0
hedwig-and-the-angry-inch-495294,"Jan 25, 2015",87,609617.0
hedwig-and-the-angry-inch-495294,"Feb 1, 2015",81,604410.0
hedwig-and-the-angry-inch-495294,"Feb 8, 2015",75,473945.0
hedwig-and-the-angry-inch-495294,"Feb 15, 2015",80,635303.0
hedwig-and-the-angry-inch-495294,"Feb 22, 2015",77,541166.0
hedwig-and-the-angry-inch-495294,"Mar 1, 2015",76,585799.0
hedwig-and-the-angry-inch-495294,"Mar 8, 2015",73,537064.0
hedwig-and-the-angry-inch-495294,"Mar 15, 2015",85,604849.0
hedwig-and-the-angry-inch-495294,"Mar 22, 2015",66,421691.0
hedwig-and-the-angry-inch-495294,"Mar 29, 2015",84,506395.0
hedwig-and-the-angry-inch-495294,"Apr 5, 2015",77,493136.0
hedwig-and-the-angry-inch-495294,"Apr 12, 2015",67,437941.0
hedwig-and-the-angry-inch-495294,"Apr 19, 2015",76,491112.0
hedwig-and-the-angry-inch-495294,"Apr 26, 2015",90,702944.0
hedwig-and-the-angry-inch-495294,"May 3, 2015",70,418702.0
hedwig-and-the-angry-inch-495294,"May 10, 2015",73,425224.0
hedwig-and-the-angry-inch-495294,"May 17, 2015",74,448280.0
hedwig-and-the-angry-inch-495294,"May 24, 2015",75,478538.0
hedwig-and-the-angry-inch-495294,"Mar 30, 2014",101,144194.0
hedwig-and-the-angry-inch-495294,"Apr 6, 2014",99,772606.0
hedwig-and-the-angry-inch-495294,"Apr 13, 2014",101,884092.0
hedwig-and-the-angry-inch-495294,"Apr 20, 2014",101,815295.0
hedwig-and-the-angry-inch-495294,"Apr 27, 2014",102,725517.0
hedwig-and-the-angry-inch-495294,"May 4, 2014",102,993474.0
hedwig-and-the-angry-inch-495294,"May 11, 2014",102,971988.0
hedwig-and-the-angry-inch-495294,"May 18, 2014",102,983206.0
hedwig-and-the-angry-inch-495294,"May 25, 2014",102,982475.0
holler-if-ya-hear-me-496054,"Jun 8, 2014",81,148964.0
holler-if-ya-hear-me-496054,"Jun 15, 2014",77,163586.0
holler-if-ya-hear-me-496054,"Jun 22, 2014",58,170652.0
holler-if-ya-hear-me-496054,"Jun 29, 2014",40,159571.0
holler-if-ya-hear-me-496054,"Jul 6, 2014",53,144773.0
holler-if-ya-hear-me-496054,"Jul 13, 2014",45,154948.0
holler-if-ya-hear-me-496054,"Jul 20, 2014",76,266984.0
honeymoon-in-vegas-497532,"Nov 23, 2014",67,366136.0
honeymoon-in-vegas-497532,"Nov 30, 2014",56,351277.0
honeymoon-in-vegas-497532,"Dec 7, 2014",86,410775.0
honeymoon-in-vegas-497532,"Dec 14, 2014",73,396473.0
honeymoon-in-vegas-497532,"Dec 21, 2014",70,321524.0
honeymoon-in-vegas-497532,"Dec 28, 2014",77,399311.0
honeymoon-in-vegas-497532,"Jan 4, 2015",84,409674.0
honeymoon-in-vegas-497532,"Jan 11, 2015",80,399588.0
honeymoon-in-vegas-497532,"Jan 18, 2015",83,440476.0
honeymoon-in-vegas-497532,"Jan 25, 2015",73,425029.0
honeymoon-in-vegas-497532,"Feb 1, 2015",55,369342.0
honeymoon-in-vegas-497532,"Feb 8, 2015",53,359163.0
honeymoon-in-vegas-497532,"Feb 15, 2015",66,491146.0
honeymoon-in-vegas-497532,"Feb 22, 2015",49,337003.0
honeymoon-in-vegas-497532,"Mar 1, 2015",48,284648.0
honeymoon-in-vegas-497532,"Mar 8, 2015",49,310450.0
honeymoon-in-vegas-497532,"Mar 15, 2015",60,410732.0
honeymoon-in-vegas-497532,"Mar 22, 2015",56,386247.0
honeymoon-in-vegas-497532,"Mar 29, 2015",55,371576.0
honeymoon-in-vegas-497532,"Apr 5, 2015",58,368966.0
if-then-495051,"Jun 1, 2014",84,801212.0
if-then-495051,"Jun 8, 2014",83,822382.0
if-then-495051,"Jun 15, 2014",82,802082.0
if-then-495051,"Jun 22, 2014",83,873965.0
if-then-495051,"Jun 29, 2014",88,887879.0
if-then-495051,"Jul 6, 2014",85,801037.0
if-then-495051,"Jul 13, 2014",85,800648.0
if-then-495051,"Jul 20, 2014",83,773533.0
if-then-495051,"Jul 27, 2014",89,822516.0
if-then-495051,"Aug 3, 2014",81,780181.0
if-then-495051,"Aug 10, 2014",80,760509.0
if-then-495051,"Aug 17, 2014",80,717723.0
if-then-495051,"Aug 24, 2014",80,688053.0
if-then-495051,"Aug 31, 2014",78,672147.0
if-then-495051,"Sep 7, 2014",75,589923.0
if-then-495051,"Sep 14, 2014",86,698918.0
if-then-495051,"Sep 21, 2014",85,675958.0
if-then-495051,"Sep 28, 2014",81,590185.0
if-then-495051,"Oct 5, 2014",76,456099.0
if-then-495051,"Oct 12, 2014",81,741315.0
if-then-495051,"Oct 19, 2014",74,627377.0
if-then-495051,"Oct 26, 2014",75,592093.0
if-then-495051,"Nov 2, 2014",70,404308.0
if-then-495051,"Nov 9, 2014",72,569810.0
if-then-495051,"Nov 16, 2014",67,466852.0
if-then-495051,"Nov 23, 2014",68,502191.0
if-then-495051,"Nov 30, 2014",62,615096.0
if-then-495051,"Dec 7, 2014",62,546374.0
if-then-495051,"Dec 14, 2014",58,502861.0
if-then-495051,"Dec 21, 2014",62,525214.0
if-then-495051,"Dec 28, 2014",84,835798.0
if-then-495051,"Jan 4, 2015",90,898321.0
if-then-495051,"Jan 11, 2015",79,557954.0
if-then-495051,"Jan 18, 2015",80,651330.0
if-then-495051,"Jan 25, 2015",76,635189.0
if-then-495051,"Feb 8, 2015",70,563156.0
if-then-495051,"Feb 15, 2015",83,687134.0
if-then-495051,"Feb 22, 2015",74,603920.0
if-then-495051,"Mar 1, 2015",68,503433.0
if-then-495051,"Mar 8, 2015",68,519720.0
if-then-495051,"Mar 15, 2015",90,698319.0
if-then-495051,"Mar 22, 2015",84,857730.0
if-then-495051,"Mar 9, 2014",95,909159.0
if-then-495051,"Mar 16, 2014",99,929267.0
if-then-495051,"Mar 23, 2014",97,1008303.0
if-then-495051,"Mar 30, 2014",97,1002321.0
if-then-495051,"Apr 6, 2014",90,931268.0
if-then-495051,"Apr 13, 2014",89,964759.0
if-then-495051,"Apr 20, 2014",99,1104188.0
if-then-495051,"Apr 27, 2014",93,1004383.0
if-then-495051,"May 4, 2014",85,927814.0
if-then-495051,"May 11, 2014",90,1001802.0
if-then-495051,"May 18, 2014",81,812712.0
if-then-495051,"May 25, 2014",84,918720.0
its-only-a-play-497345,"May 31, 2015",67,535098.0
its-only-a-play-497345,"Jun 7, 2015",85,669145.0
its-only-a-play-497345,"Aug 31, 2014",101,793046.0
its-only-a-play-497345,"Sep 7, 2014",99,1163626.0
its-only-a-play-497345,"Sep 14, 2014",100,1230603.0
its-only-a-play-497345,"Sep 21, 2014",101,1277059.0
its-only-a-play-497345,"Sep 28, 2014",100,1261025.0
its-only-a-play-497345,"Oct 5, 2014",101,1248660.0
its-only-a-play-497345,"Oct 12, 2014",102,1173897.0
its-only-a-play-497345,"Oct 19, 2014",101,1375481.0
its-only-a-play-497345,"Oct 26, 2014",102,1376686.0
its-only-a-play-497345,"Nov 2, 2014",99,1338059.0
its-only-a-play-497345,"Nov 9, 2014",100,1375174.0
its-only-a-play-497345,"Nov 16, 2014",99,1370168.0
its-only-a-play-497345,"Nov 23, 2014",98,1342409.0
its-only-a-play-497345,"Nov 30, 2014",94,1354791.0
its-only-a-play-497345,"Dec 7, 2014",99,1424039.0
its-only-a-play-497345,"Dec 14, 2014",99,1413682.0
its-only-a-play-497345,"Dec 21, 2014",98,1408914.0
its-only-a-play-497345,"Dec 28, 2014",99,1431961.0
its-only-a-play-497345,"Jan 4, 2015",99,1455818.0
its-only-a-play-497345,"Jan 11, 2015",91,690904.0
its-only-a-play-497345,"Jan 18, 2015",86,693963.0
its-only-a-play-497345,"Jan 25, 2015",88,462008.0
its-only-a-play-497345,"Feb 1, 2015",66,513389.0
its-only-a-play-497345,"Feb 8, 2015",65,474936.0
its-only-a-play-497345,"Feb 15, 2015",66,541427.0
its-only-a-play-497345,"Feb 22, 2015",61,499442.0
its-only-a-play-497345,"Mar 1, 2015",63,493244.0
its-only-a-play-497345,"Mar 8, 2015",59,480381.0
its-only-a-play-497345,"Mar 15, 2015",68,518653.0
its-only-a-play-497345,"Mar 22, 2015",55,420606.0
its-only-a-play-497345,"Mar 29, 2015",71,612583.0
its-only-a-play-497345,"Apr 5, 2015",71,514337.0
its-only-a-play-497345,"Apr 12, 2015",86,694877.0
its-only-a-play-497345,"Apr 19, 2015",73,614702.0
its-only-a-play-497345,"Apr 26, 2015",80,678842.0
its-only-a-play-497345,"May 3, 2015",71,584042.0
its-only-a-play-497345,"May 10, 2015",81,694112.0
its-only-a-play-497345,"May 17, 2015",76,639751.0
its-only-a-play-497345,"May 24, 2015",77,659426.0
les-misrables-4443,"Jun 2, 2002",70,385024.0
les-misrables-4443,"Jun 9, 2002",68,387832.0
les-misrables-4443,"Jun 16, 2002",67,382284.0
les-misrables-4443,"Jun 23, 2002",66,377913.0
les-misrables-4443,"Jun 30, 2002",60,359960.0
les-misrables-4443,"Jul 7, 2002",77,397682.0
les-misrables-4443,"Jul 14, 2002",63,360539.0
les-misrables-4443,"Jul 21, 2002",67,388012.0
les-misrables-4443,"Jul 28, 2002",66,379270.0
les-misrables-4443,"Aug 4, 2002",73,400859.0
les-misrables-4443,"Aug 11, 2002",75,428711.0
les-misrables-4443,"Aug 18, 2002",71,414705.0
les-misrables-4443,"Aug 25, 2002",65,375445.0
les-misrables-4443,"Sep 1, 2002",65,359044.0
les-misrables-4443,"Sep 8, 2002",38,212190.0
les-misrables-4443,"Sep 15, 2002",44,235146.0
les-misrables-4443,"Sep 22, 2002",40,234897.0
les-misrables-4443,"Sep 29, 2002",46,292800.0
les-misrables-4443,"Oct 6, 2002",50,283455.0
les-misrables-4443,"Oct 13, 2002",68,366857.0
les-misrables-4443,"Oct 20, 2002",76,405170.0
les-misrables-4443,"Oct 27, 2002",69,365371.0
les-misrables-4443,"Nov 3, 2002",63,345019.0
les-misrables-4443,"Nov 10, 2002",77,418681.0
les-misrables-4443,"Nov 17, 2002",77,382700.0
les-misrables-4443,"Nov 24, 2002",80,483598.0
les-misrables-4443,"Dec 1, 2002",96,656885.0
les-misrables-4443,"Dec 8, 2002",85,537443.0
les-misrables-4443,"Dec 15, 2002",85,546442.0
les-misrables-4443,"Dec 22, 2002",92,594623.0
les-misrables-4443,"Dec 29, 2002",96,834684.0
les-misrables-4443,"Jan 5, 2003",98,854775.0
les-misrables-4443,"Jan 12, 2003",82,647143.0
les-misrables-4443,"Jan 19, 2003",81,655666.0
les-misrables-4443,"Jan 26, 2003",70,546761.0
les-misrables-4443,"Feb 2, 2003",75,583340.0
les-misrables-4443,"Feb 9, 2003",86,638370.0
les-misrables-4443,"Feb 16, 2003",88,700189.0
les-misrables-4443,"Feb 23, 2003",95,773753.0
les-misrables-4443,"Mar 2, 2003",86,684353.0
les-misrables-4443,"Mar 9, 2003",77,259945.0
les-misrables-4443,"Mar 16, 2003",91,700299.0
les-misrables-4443,"Mar 23, 2003",91,641217.0
les-misrables-4443,"Mar 30, 2003",89,626326.0
les-misrables-4443,"Apr 6, 2003",78,585575.0
les-misrables-4443,"Apr 13, 2003",78,608667.0
les-misrables-4443,"Apr 20, 2003",95,759275.0
les-misrables-4443,"Apr 27, 2003",95,779275.0
les-misrables-4443,"May 4, 2003",95,759628.0
les-misrables-4443,"May 11, 2003",96,853506.0
les-misrables-4443,"May 18, 2003",88,803297.0
les-misrables-4443,"Jun 3, 2001",84,453530.0
les-misrables-4443,"Jun 10, 2001",86,467237.0
les-misrables-4443,"Jun 17, 2001",84,464538.0
les-misrables-4443,"Jun 24, 2001",76,445861.0
les-misrables-4443,"Jul 1, 2001",79,446632.0
les-misrables-4443,"Jul 8, 2001",87,453934.0
les-misrables-4443,"Jul 15, 2001",80,454923.0
les-misrables-4443,"Jul 22, 2001",86,479390.0
les-misrables-4443,"Jul 29, 2001",91,501259.0
les-misrables-4443,"Aug 5, 2001",97,549309.0
les-misrables-4443,"Aug 12, 2001",89,509323.0
les-misrables-4443,"Aug 19, 2001",91,509737.0
les-misrables-4443,"Aug 26, 2001",79,449323.0
les-misrables-4443,"Sep 2, 2001",73,417621.0
les-misrables-4443,"Sep 9, 2001",59,340173.0
les-misrables-4443,"Sep 16, 2001",32,94515.0
les-misrables-4443,"Sep 23, 2001",29,167197.0
les-misrables-4443,"Sep 30, 2001",56,305838.0
les-misrables-4443,"Oct 7, 2001",60,328026.0
les-misrables-4443,"Oct 14, 2001",65,341465.0
les-misrables-4443,"Oct 21, 2001",66,342337.0
les-misrables-4443,"Oct 28, 2001",68,332343.0
les-misrables-4443,"Nov 4, 2001",57,282907.0
les-misrables-4443,"Nov 11, 2001",59,329458.0
les-misrables-4443,"Nov 18, 2001",53,276313.0
les-misrables-4443,"Nov 25, 2001",75,492371.0
les-misrables-4443,"Dec 2, 2001",55,320825.0
les-misrables-4443,"Dec 9, 2001",64,374928.0
les-misrables-4443,"Dec 16, 2001",66,372643.0
les-misrables-4443,"Dec 23, 2001",73,413745.0
les-misrables-4443,"Dec 30, 2001",97,764954.0
les-misrables-4443,"Jan 6, 2002",89,471724.0
les-misrables-4443,"Jan 13, 2002",70,361365.0
les-misrables-4443,"Jan 20, 2002",70,375379.0
les-misrables-4443,"Jan 27, 2002",66,346684.0
les-misrables-4443,"Feb 3, 2002",67,344758.0
les-misrables-4443,"Feb 10, 2002",69,368922.0
les-misrables-4443,"Feb 17, 2002",72,425036.0
les-misrables-4443,"Feb 24, 2002",91,489188.0
les-misrables-4443,"Mar 3, 2002",66,362476.0
les-misrables-4443,"Mar 10, 2002",80,421213.0
les-misrables-4443,"Mar 17, 2002",88,479388.0
les-misrables-4443,"Mar 24, 2002",80,450730.0
les-misrables-4443,"Mar 31, 2002",96,570612.0
les-misrables-4443,"Apr 7, 2002",94,553532.0
les-misrables-4443,"Apr 14, 2002",64,347054.0
les-misrables-4443,"Apr 21, 2002",73,421809.0
les-misrables-4443,"Apr 28, 2002",65,370660.0
les-misrables-4443,"May 5, 2002",59,330492.0
les-misrables-4443,"May 12, 2002",61,342792.0
les-misrables-4443,"May 19, 2002",65,380168.0
les-misrables-4443,"May 26, 2002",76,410643.0
les-misrables-4443,"Jun 4, 2000",83,433509.0
les-misrables-4443,"Jun 11, 2000",78,409962.0
les-misrables-4443,"Jun 18, 2000",82,434206.0
les-misrables-4443,"Jun 25, 2000",86,466910.0
les-misrables-4443,"Jul 2, 2000",82,420702.0
les-misrables-4443,"Jul 9, 2000",78,422338.0
les-misrables-4443,"Jul 16, 2000",82,446544.0
les-misrables-4443,"Jul 23, 2000",88,470214.0
les-misrables-4443,"Jul 30, 2000",86,459603.0
les-misrables-4443,"Aug 6, 2000",93,504406.0
les-misrables-4443,"Aug 13, 2000",89,499496.0
les-misrables-4443,"Aug 20, 2000",86,483019.0
les-misrables-4443,"Aug 27, 2000",79,451733.0
les-misrables-4443,"Sep 3, 2000",70,408790.0
les-misrables-4443,"Sep 10, 2000",50,301431.0
les-misrables-4443,"Sep 17, 2000",59,347133.0
les-misrables-4443,"Sep 24, 2000",59,350522.0
les-misrables-4443,"Oct 1, 2000",53,310316.0
les-misrables-4443,"Oct 8, 2000",72,429481.0
les-misrables-4443,"Oct 15, 2000",72,423529.0
les-misrables-4443,"Oct 22, 2000",73,429519.0
les-misrables-4443,"Oct 29, 2000",67,389391.0
les-misrables-4443,"Nov 5, 2000",65,380498.0
les-misrables-4443,"Nov 12, 2000",71,421174.0
les-misrables-4443,"Nov 19, 2000",65,380890.0
les-misrables-4443,"Nov 26, 2000",90,601616.0
les-misrables-4443,"Dec 3, 2000",65,399207.0
les-misrables-4443,"Dec 10, 2000",74,469147.0
les-misrables-4443,"Dec 17, 2000",71,428869.0
les-misrables-4443,"Dec 24, 2000",70,428256.0
les-misrables-4443,"Dec 31, 2000",97,800147.0
les-misrables-4443,"Jan 7, 2001",96,516707.0
les-misrables-4443,"Jan 14, 2001",83,446955.0
les-misrables-4443,"Jan 21, 2001",78,402938.0
les-misrables-4443,"Jan 28, 2001",77,401160.0
les-misrables-4443,"Feb 4, 2001",74,381481.0
les-misrables-4443,"Feb 11, 2001",73,382725.0
les-misrables-4443,"Feb 18, 2001",86,492882.0
les-misrables-4443,"Feb 25, 2001",96,524535.0
les-misrables-4443,"Mar 4, 2001",81,412237.0
les-misrables-4443,"Mar 11, 2001",84,444899.0
les-misrables-4443,"Mar 18, 2001",97,554185.0
les-misrables-4443,"Mar 25, 2001",90,513265.0
les-misrables-4443,"Apr 1, 2001",91,511911.0
les-misrables-4443,"Apr 8, 2001",86,467799.0
les-misrables-4443,"Apr 15, 2001",100,600032.0
les-misrables-4443,"Apr 22, 2001",99,568893.0
les-misrables-4443,"Apr 29, 2001",82,468687.0
les-misrables-4443,"May 6, 2001",82,443812.0
les-misrables-4443,"May 13, 2001",75,405948.0
les-misrables-4443,"May 20, 2001",85,471207.0
les-misrables-4443,"May 27, 2001",91,480738.0
les-misrables-4443,"Jun 6, 1999",86,421890.0
les-misrables-4443,"Jun 13, 1999",87,433800.0
les-misrables-4443,"Jun 20, 1999",87,429589.0
les-misrables-4443,"Jun 27, 1999",93,482525.0
les-misrables-4443,"Jul 4, 1999",91,431182.0
les-misrables-4443,"Jul 11, 1999",88,465521.0
les-misrables-4443,"Jul 18, 1999",90,481610.0
les-misrables-4443,"Jul 25, 1999",91,488872.0
les-misrables-4443,"Aug 1, 1999",93,505214.0
les-misrables-4443,"Aug 8, 1999",95,513598.0
les-misrables-4443,"Aug 15, 1999",97,526944.0
les-misrables-4443,"Aug 22, 1999",93,502951.0
